id,sentences
2512,A man is standing a table while a woman is sitting in a chair. Then we see a man talking while riding a recumbent bike.
2513,A man attaches a baby stroller to the back of a bicycle.
2514,A man attaches a baby stroller to the back of a bicycle. He puts the wheel on the stroller.
2515,"The group is performing martial arts together in unison, with music in the background, one side of the group performs one leaping kick as a group."
2516,"The group then throws leaping kicks one by one, from there they group up together in the center."
2517,"Two other group members now perform cartwheels across the stage, with a back flip, then they perform some poses, one of the members strikes an object."
2518,It begins with a title showing the trimmer's name and the various equipment that comes with the trimmer. The man climbs a ladder and starts hedging.
2519,The man climbs a ladder and starts hedging. The video then cuts to various other ways the man is using the trimmer.
2520,A person demonstrates how to unclog a sink using a bristle brush.
2521,The stopper in the bottom of the sink goes up and down as the bristle continues to hover over the sink.
2522,A person turns on the sink faucet and then jams the bristle brush down the faucet and pulls it up and down loosening dark gunk and forcing it into the sink.
2523,There are three people wearing athletic gear and standing at along table with a lot of people sitting behind it and it's located in an indoor gym.
2524,The three people walk away from the table with jump ropes in their hand and they walk to the center of the court and get in formation with the boy on the left girl in the middle and the other girl to the right.
2525,"The girl in the middle is holding the rope up and as soon as she drops the rope, they begin their very detailed and skilled routine that includes a lot of jumping, flips, and rotation of the players holding the ropes as they all take turns holding the rope and jumping."
2526,A couple of kids plays on a jungle gym.
2527,A woman is sitting down at a table.
2528,"A man talks and points his hair, then a woman wash and cut his hair with a machine and scissors."
2529,"A man talks and points his hair, then a woman wash and cut his hair with a machine and scissors. The man talks and after the woman continues cutting the hair. Then, the man shows bottles while talking."
2530,A young man sucks smoke through a hookah pipe.
2531,A man dressed in a white polo is standing outside of a building talking with two tennis balls in his hand.
2532,A man sits down by the sidewalk playing a guitar.
2533,A man sits down by the sidewalk playing a guitar. A black man approaches to watch the guitarist perform.
2534,A man sits down by the sidewalk playing a guitar. A black man approaches to watch the guitarist perform. A woman stands by recording the performer.
2535,"A woman stands by recording the performer. The black man dances along, enjoying the music of the guitarist. Two young girls leave store."
2536,"The woman immediately begins her routine which includes an impressive amount of moves that include maneuvering around the bars upside down, sideways, flipping, rolling and even being right side up."
2537,A boy is standing behind a drum set playing the drums.
2538,A young man is sitting on a skateboard on the left side of a blue double sided children's slide.
2539,A black bull appears in a large rodeo ring.
2540,A man is kneeling down next to an exercise bike.
2541,"A boy and an old man speaks in an indoor climbing facility while people climbs on the fake rocks, and sometimes display the climbing facility information."
2542,A man is standing on a kite surf board.
2543,A large group of people are seen riding up a snowy hill while waving to the camera and riding down the mountain.
2544,A kid in a yellow shirt is skating around a hockey rink.
2545,A kid in a yellow shirt is skating around a hockey rink. He is holding a hockey stick.
2546,The second girl to hit the ball waits for it to be thrown back to her and then attempts to hit the ball with the stick again but misses.
2547,The second girl to hit the ball waits for it to be thrown back to her and then attempts to hit the ball with the stick again but misses. She tries again and hits the ball this time.
2548,She tries again and hits the ball this time. A girl opposite her hits the ball back.
2549,A poodle with casts on his front legs is standing up right dancing with a child.
2550,A poodle with casts on his front legs is standing up right dancing with a child. The dog then sits down and stands back up as the young child approaches him.
2551,"Man is walking in a large soccer field and in other part practicing to make a javelin throw, then with a tread see the distance of the throw."
2552,Two men are kneeling on a floor.
2553,A man is cleaning the nose area of a girl sitting in a chair.
2554,"A man is cleaning the nose area of a girl sitting in a chair. After sterilizing her nose, he inserts a piercing into the septum."
2555,A baby is on a bed in a house.
2556,A man is seen pushing a lawn mower across a lawn to cut the grass.
2557,A man is riding on a brown horse.
2558,A man is riding on a brown horse. He jumps off the horse and grabs a calf.
2559,A man is riding on a brown horse. He jumps off the horse and grabs a calf. The calf runs away from the man.
2560,A man in a padded gym room demonstrates how to kick box with a pair of gloves and a hanging punching bag.
2561,"A barefoot man in a red t-shirt and wearing boxing gloves stands in a mirror walled gym room, on a padded floor and demonstrates how to jab, all while talking to the camera."
2562,"A barefoot man in a red t-shirt and wearing boxing gloves stands in a mirror walled gym room, on a padded floor and demonstrates how to jab, all while talking to the camera. The man then demonstrates foot work and guard and block boxing techniques."
2563,A black elliptical is shown and a woman dressed in red workout clothes gets on it and starts to exercise.
2564,The front of the machine is shown and the woman presses a button to speed up the machine and moves faster.
2565,A young lady in the forefront jumps onto one of the equipments and starts to swing around the lower bar and eventually jumps to the higher bar and swings around that a few times.
2566,A tutorial is made for a diy giftpack.
2567,A tutorial is made for a diy giftpack. The ingredients are shown such as scissors and glue.
2568,A man is playing soccer on a field of grass. He kicks the ball to the other side of the court.
2569,A woman is seen laying on the floor with a text sitting across her face.
2570,A small boy plays with a toy vacuum.
2571,An adult vacuums the floor beside him. The camera pans to show another small boy playing with another toy vacuum.
2572,A person is seen sitting on a horse behind a gate surrounded by people. The man then rides in on a horse and roping the calf up.
2573,A team is playing on a giant ice hockey rink in front of a large crowd.
2574,"The film is in black and white and is old. The players fight over the puck, trying to get it into the goals."
2575,Two women are preparing to do dives into a large pool.
2576,"Two women are preparing to do dives into a large pool. They walk forward, pose, then backflip into the pool."
2577,A person riding a horse chases after a bull.
2578,We see a lady laying on the couch talking to the camera next to her cat.
2579,We see a lady laying on the couch talking to the camera next to her cat. We see the lady clip the cats claws.
2580,The cat tries to get away so the lady rubs the cat and moves him to her other side.
2581,"There's a woman sitting on a cozy chair with her two cats next to her, knitting a black yarn hat."
2582,The black cat is sitting right next to her and playing with the yarn while the brown cat is watching them.
2583,"This woman is twirling her baton and doing cartwheels and such, trying to persuade how baton is a sport."
2584,"Women and men can do it, they can practice in the streets, they can perform for judges and as duet."
2585,"A man is holding onto a cube with multiple colors like a rubix cube, puts it down, presses a timer and picks it back up."
2586,As soon as he picks it up he begins to turn it around and around attempting to match all the colors on each side.
2587,"Two men are standing by on a running strip, one of them is preparing to start running. He is moving his legs, stretches back and takes off."
2588,"He is moving his legs, stretches back and takes off. He runs fast fast down the strip and quickly leaps into the sand."
2589,A man is sprinting down a track.
2590,There are people at the top of a snowy hill on tube rings.
2591,There are people at the top of a snowy hill on tube rings. Suddenly the people start riding down the hill.
2592,Now multiple people are shown riding down the hill on the tube rings and they are all smiling and having a good time as they either ride down alone or connected to other tubers.
2593,"A person at the top of a hill, standing on a stone balcony is seen recording the scene below in the ocean."
2594,A man is seen walking out on stage holding a jump rope and speaking with others around him.
2595,The credits of the clip are shown.
2596,A group is gathered on the beach to play soccer in the sand.
2597,A group is gathered on the beach to play soccer in the sand. The game commences with judges and spectators nearby.
2598,Two people are sitting at a table.
2599,A shot of a building is shown followed by a man speaking to the camera. Another man sits next to them while one holds a hookah and take puffs from the hose.
2600,Several people are standing on a green field. They kick a ball back and forth.
2601,A man spins a blindfold woman holding a stick who is on front a pinata.
2602,A man spins a blindfold woman holding a stick who is on front a pinata. A man takes picture to the blindfold woman.
2603,A man takes picture to the blindfold woman. The girl try to hit the pinata that is moving around without success.
2604,"The girl try to hit the pinata that is moving around without success. Unexpectedly, the body of the pinata falls while the head is still hung."
2605,A large group of people are standing around followed by two hugging and speaking to the camera.
2606,The man is seen running many more times over the bar while others watch on the side.
2608,A guy on a motorcycle followed by other guys on motorcycles pull into a area while the first guy began to remove his helmet.
2609,The camera man shows the other guys on motorcycles continue on riding and one stops and talk to the first guy who took off his helmet while a guy takes pictures in the back ground.
2610,"Both men gets off there bike and start to fight each other, they start swinging at each other, grabs each other and falls to the ground."
2611,A set of rules begins to pan through the screen on a blue back drop.
2612,"Once they are gone, a group of men are inside of a gym playing a game of indoor soccer."
2613,A man holds up a basic snow shovel and demonstrates how to use it throwing a scoop of snow. The man uses a home made snow shovel to clear away small road.
2614,"A man in gray shirt is sitting at the table, in front of him are bottles of liquors, glass, shaker, ice, raspberries and whipped cream."
2615,A close up of a drum kit is shown with a person holding sticks in the middle.
2616,A surfer rides his whiteboard on a wave. The surfer passes over another surfer. The wave almost takes him over.
2617,The surfer passes over another surfer. The wave almost takes him over. The wave comes close to taking him over.
2618,A woman is seen spreading lotion all over her face and leads into apply foundation around her eyes.
2619,People are playing soccer on a field. People are indoors playing soccer in an arena.
2620,People are playing soccer on a field. People are indoors playing soccer in an arena. The crowd claps for the players.
2621,An athletic woman stands ready before a track holding a bar far above her head.
2622,A man and three women are on a boat in the ocean.
2623,A man and three women are on a boat in the ocean. The man takes pictures of the women and sometimes himself standing at the end of the boat.
2624,A few people are sitting and standing at a bar behind her. Another woman is seen talking in a room. All 3 women sit on a boat dock.
2625,"Back on the boat, one of the women lays on the boat while the other two control it."
2626,"Back on the boat, one of the women lays on the boat while the other two control it. A woman on the boat throws a rope to man on a smaller boat nearby."
2627,"Bock on the big boat, one of the women swims in the ocean. The three women raise the sail on the boat. Now they walk through a jungle."
2628,"A row of balls are lined up in a large green field ranging from yellow, black, red and blue."
2629,A group of rafters are floating toward the small waterfall. They go down the falls into the rapid white coiling waters.
2630,A small group of men walk out onto a stage and lead into them waving fences around and standing in a line. Two men then begin fighting with one another and shots shown again in slow motion.
2632,A young man is seen speaking to the camera and begins putting ingredients into a blender.
2633,A young man is seen speaking to the camera and begins putting ingredients into a blender. He blends them up together and takes a drink afterwards.
2634,Two people are seen speaking to the camera when one begins to breakdance.
2635,"A large group of women are standing in a dance room with walled mirrors, wooden floors and red words appear on the screen that say ""en sus marcas listos fuera daddy yankee""."
2636,One woman wearing a pink and black top jumps to the front of the group near the mirror and she quickly begins to dance as the women behind her follow her every move as best as they can.
2637,A woman is seen outside in a large field playing with a dog in several shots.
2638,A taller and shorter man are standing in a track field dressed in sports clothes and talking to the camera.
2639,The taller man is holding a shot put in his right hand and holding it up to his neck as he demonstrates the stance and movements he goes through to throw the shot put and then eventually throws it.
2640,The shorter man is now holding the shot put and throws it while the taller man is standing next to him observing.
2641,The taller man once again demonstrates how he throws the shot put and then really throws it very far.
2642,The shorter man takes a turn again and uses the same technique the taller man just demonstrated and throws the first one in bounds and then the second one very out of bounds.
2643,A crowd of people are watching a game and cheering.
2644,A crowd of people are watching a game and cheering. Players are playing a game of indoor soccer.
2645,A woman is standing outside of a group of young girls tying a bandanna around a girls face.
2646,"A woman is standing outside of a group of young girls tying a bandanna around a girls face. After, two girls spin her around and place a stick in her hand."
2647,"The man stops dancing, stands up, walks back to the dj booth, takes off his jacket and grabs a microphone."
2648,He is using a measuring stick and some plier to cut off a piece of metal which he then hammers down with nails underneath the carpet.
2649,He is using a measuring stick and some plier to cut off a piece of metal which he then hammers down with nails underneath the carpet. He rolls in the end of the carpet inside of the metal so it does not show.
2650,The man puts a cigarette in his mouth and smokes the cigarette fast. The man removes the cigarette and puts it back.
2651,A person cuts a long bread and puts ham and cheese.
2652,"A person cuts a long bread and puts ham and cheese. Then, the person puts lettuce, tomatoes, cucumber, onions and pepper."
2653,We see a lady knitting a blue item. We shift and see the puppy sitting next to her. We see her phone on the chair arm.
2654,People on a cruise ship play a game of shuffle board with each competitor taking a turn.
2655,Little kid is standing on a park holding a pole hitting a pinata.
2656,Little kid is standing on a park holding a pole hitting a pinata. People are standing behind the kid.
2657,We see an older man being interviewed. We see two men on a diving board. We see the older man talk again.
2658,We see the older man talk again. We see the divers dive in the water. We see an interview with a family outside the arena.
2660,A close up of a person holding a cat is shown followed by a vet speaking to the camera and holding up a cat claw.
2661,Several players are in the water playing water polo.
2662,Several players are in the water playing water polo. The ball gets tossed back and forth.
2663,The players are making their way closer to the goal line as they pass the ball back and forth.
2664,Three bodybuilders lift barbells at the knees.
2665,A family shows christmas materials and family members.
2666,"A family shows christmas materials and family members. Then, a man and a woman set up a christmas tree."
2667,"Then, a man and a woman set up a christmas tree. Then, the couple put lights and ornaments on the tree."
2668,"Then, the couple put lights and ornaments on the tree. A toddler helps walks around and also help put ornaments on the tree."
2669,"A toddler helps walks around and also help put ornaments on the tree. After, the man holds a toddler that puts a star on top the christmas tree."
2670,Water is in front of the mountains.
2671,Water is in front of the mountains. A rock climber descends from the top of a cliff.
2672,A man wearing a red knit cap is on the roof removing ice off of the roof with a red snow shovel.
2673,The man taps the ice on the roof with the red shovel hitting the ice.
2674,A girl sits very close to the camera.
2675,A group of girls get out a a jeep in swimsuits and walk into a house.
2676,The group of girls disrobe inside the home and walk outside to the pool area. The girls hug their boyfriends then play table tennis.
2677,The group of girls disrobe inside the home and walk outside to the pool area. The girls hug their boyfriends then play table tennis. The group walks down to the boat dock.
2678,A camera pans around targets sitting in a field followed by a woman shooting a bow and arrow.
2679,A camera pans around targets sitting in a field followed by a woman shooting a bow and arrow. More women are show shooting a bow and arrow off into the distance towards targets.
2680,A man is seen standing on the edge of a diving board and leads into several clips of people performing impressive dives.
2681,Three male players are running in the court after the ball.
2682,"The player in red shirt is slowly kicking the ball, then he kicked it hard to the goal."
2683,Two man a in a room sitting. A man on the left is playing a guitar that lays on a table.
2684,A man is seen breaking dancing in front of the camera while another man speaks in between.
2685,Barack obama is seen playing a game of pool while many watch and take pictures around the table.
2686,A man stands at the edge of a platformed runway in front of an audience. The man performs gymnastics on the platformed runway. The camera shows a crowd scene at the event.
2687,A right hand is shown doing various strokes on a white paper.
2688,A right hand is shown doing various strokes on a white paper. As the person continues painting you can see the remnants of a woman's face being drawn.
2689,"The people go water skiing, being drug along by a rope on a line. Some of them fall off the board as they go."
2690,Three young men are standing and talking together about something.
2691,A girl sits at a table with many finished wrapped presents.
2692,The girl uses tape to secure the wrapping paper inside the present. The girl peels away a self sealing strip on the wrapping paper.
2693,The girl peels away a self sealing strip on the wrapping paper. The girl folds the edges of the wrapping paper and cuts them with scissors.
2694,Several people walk around and sit watching the men battle when they both stand up and laugh at one another.
2695,"A living room is shown, and a man and two boys bring in a christmas tree. The family takes down the netting from the tree."
2696,"A still shot picture appears but with a special affect to it as if it were made up of vertical strips that were flipped to turn into a picture of a woman and with the company name on the right that say's ""skinmedica"" and words on the bottom of the screen that read ""how to apply"", and the next picture is a bottle of the product which is silver with gold writing on it."
2697,A brunette woman is speaking and the words on the bottom right screen say her name is sarah and she's the product manager.
2698,A woman and and a man talk in a tattoo shop.
2699,"A woman and and a man talk in a tattoo shop. Then, the man cleans the button belly of the woman and puts a mark."
2700,"Then, the man cleans the button belly of the woman and puts a mark. After, the woman lay down, and the man pierce the belly button and puts a stud."
2701,A young girl in pigtails is seen standing in a kitchen talking to the camera and dancing around.
2702,Men are standing on a field playing soccer.
2703,A series of dark gym environments are shown.
2704,"A black treadmill is on a grey circle in an empty room spinning around. After, a man then comes along and begins to ride the bicycle and drinking water."
2705,"Once the man has done some exercising, he takes out a usb device and records his workout and process and saves it on his computer."
2706,A man is playing with his beard.
2707,A man is playing with his beard. He picks up a shaver and starts shaving his beard off.
2708,We see two men standing on a river bank.
2709,We see two men standing on a river bank. The men perform tai chi slowly.
2710,We see two men standing on a river bank. The men perform tai chi slowly. The men turn and face the left.
2711,"A view of the oakland, california waterfront is shown."
2712,"A view of the oakland, california waterfront is shown. Mestre calango is sitting on concrete near the water. Calango does a handstand on the pier."
2713,A surfer is surfing in a giant wave in the ocean. A countdown is shown of ten clips of surfers as they surf through waves.
2714,"An ad for a gopro appears on the screen. Several people are on a beach, and they shake hands in greeting."
2715,A gardener is shown trimming very tall bushes with a gas powered trimmer that he plugs in and gets ready.
2716,A gardener is shown trimming very tall bushes with a gas powered trimmer that he plugs in and gets ready. He turns a few dials and gets to cutting some more of the surrounding bushes.
2717,Two people are seen standing on a roof while the camera pans around them painting.
2718,A close up of rings are shown floating around an ocean followed by a scuba diver off into the distance.
2719,A girl in a white dress is playing a white piano. A woman in a white suit claps her hands. A woman in a pink shirt wipes her eyes.
2720,One hand pour liquid on contact lense on the other hand.
2721,One hand pour liquid on contact lense on the other hand. The hand rub the lense with the solution and then the finger picked it up.
2722,A person ski on a hill wearing dark winter clothes.
2723,A woman is featured against a plain backdrop in a red sweater representing sally's beauty supply describing how to achieve a certain style.
2724,The lady continues talking and begins talking about various products such as the blow dryer and its special features.
2725,The lady continues talking and begins talking about various products such as the blow dryer and its special features. She continues to talk about different brushes and how they are used.
2726,"She continues to talk about different brushes and how they are used. Once finished, she washes her hair, and uses the tools she's mentioned."
2727,"A wrestler action figure takes hold, with his legs, of another wrestling action figure and swings him up in the air. The action figure in the air takes hold of another action figure standing by."
2728,A close up of a watch is seen moving around under the ocean.
2729,"He jumps up, grabbing the bar as he flips numerous times. He does hand stands, then lifts his legs into the air in a plethora of moves."
2730,A hockey player is swinging around his stick on the ice. He trips and falls down on his knees.
2731,A woman is inside a building and outside. We see several scenes of a woman pulling a bow back from an archery set.
2732,A barber is combing and shaving the hair of a man in a seat.
2733,A kid on a long board kicks his board and starts skating around.
2734,He skates down the road and then down some sidewalks. He changes the wheels on his board and gets back to skating around.
2735,A boy is standing in a residence and is playing the bagpipe.
2736,A man is seen speaking to the camera while pouring ice into a glass.
2737,A man is playing frisbee with two small dogs. We see the second dog up close.
2738,We see the second dog up close. One dog runs around the man while the second dog walks past.
2739,A large tractor is seen riding along in the snow and pushing snow into a bank.
2740,An athlete is seen standing up to a circle and leads into him throwing a discuss and his face being shown afterwards.
2741,A young boy walks up to the table and the man continues to cut fruits and vegetables and places them in a brown bowl.
2742,The orange man ties the other man's shoes. The man in the jacket is getting his shoes cleaned and pays the man.
2743,It's an extremely sunny day out and a picture of a red flower and dandelion becomes present.
2744,Two people play fencing holding swords.
2745,"Two people play fencing holding swords. A person touch with the sword on the right arm of the player, then they continue fencing."
2746,"A person touch with the sword on the right arm of the player, then they continue fencing. The player touches the chest of the person and the players continue fencing."
2747,"A purple screen appears with ""disc dogs in south afraid frisbee fun with chase, (border collie) & nav-ah (miniature american shepherd) with candice (owner/trainer) in johannesburg, south africa""."
2748,An older man sits on an orange riding lawnmower.
2749,An older man sits on an orange riding lawnmower. The man mows the yard in circles.
2750,An athlete holds a ball to his chin while another spits on one. They men are shown spinning quickly.
2751,The boy hands the tooth brush to someone. The boy dances his feet on a wood floor.
2752,The boy dances his feet on a wood floor. Toothpaste is applied to the toothbrush and handed to the boy.
2753,A girl is laying on a black mat next to a swimming pool.
2754,A girl is laying on a black mat next to a swimming pool. She starts doing sit ups on the ground.
2755,People are playing a game on a foosball machine inside of their home.
2756,People are playing a game on a foosball machine inside of their home. They go back and forth trying to prevent the other from scoring.
2757,A baker artist mixes a cover base mixture in a plastic cup using a small paint brush. The baker artist uses the small paintbrush to coat the entire fish cake.
2758,The baker artist uses the small paintbrush to coat the entire fish cake. Baker artist then mixes a liquid and another powder mixture together and gets a different color texture.
2759,Baker artist then mixes a liquid and another powder mixture together and gets a different color texture. The artist then paints on the liquid onto the entire fish cake.
2760,"The dealer then swipes the table from right to left, gathers all the cards and pics them up while still talking."
2761,Two men are playing a game of table tennis.
2762,A guy hold a shovel over his shoulder while recording himself. The camera then spins in a circle.
2763,The guy now scoops up some snow in the shovel picks it up then dumps it a couple of times. The guy use the shovel to clean the snow of the top of his bushes.
2764,A person in military style clothing runs through a course and takes cover wooden logs stacked up.
2765,A person in military style clothing stands aiming his gun over a concrete wall before ducking behind it for cover. A man runs out from a house onto a grass field with a paintball gun.
2766,A man is seen talking as he unbuttons his shirt. Another man is shaving his back for him.
2767,A man in black riding a bmx bike over woopdi doos on a wheelie.
2768,A man wearing a blue shirt rides a bmx bike over a bmx course while doing a wheelie.
2769,A man wearing a multicolored jersey and blue gloves starts down a bmx course from the start block and continues the course while doing a wheelie.
2770,A man points to a whiteboard with small paper cutout of ships on it. Video of people sailing on large bodies of water is shown.
2771,A man rides his bike to a driveway and stop.
2772,A man rides his bike to a driveway and stop. The man shows us how to collapse his bike an shows us the front tire.
2773,"Two men, one of them older, are on a stage."
2774,"Two men, one of them older, are on a stage. One of the men waves and the other man claps."
2775,More still shots of the older man and a video of the older man playing drums are shown.
2776,"More still shots of the older man and a video of the older man playing drums are shown. The two men shake hands, sit down and talk."
2777,Little girl is making balance in parallels and jump into a pool.
2778,Little girl is making balance in parallels and jump into a pool. Woman is standing in the botom of the parallels.
2779,A boy is standing behind a christmas tree. He knocks the christmas tree over onto the floor.
2780,A woman is standing up next to a chair talking.
2781,A woman is standing up next to a chair talking. She picks up a bottle and a green rag.
2782,"The zoom is too far out that the man can barely be seen on the stage, but he's still visible on a very large screen."
2783,A woman is seen speaking to the camera while cutting a woman's hair and leads into her holding up tools. She brushes the hair and begins putting a roller in front followed by more teasing of the hair.
2784,Two men laugh and set up for an arm wrestling match.
2785,Two men laugh and set up for an arm wrestling match. The man laughs with the friends who watch the match.
2786,A young boy is standing in front of a sink brushing his teeth and dancing.
2787,"A young boy is standing in front of a sink brushing his teeth and dancing. After awhile, he stops to spit in the sink and continues to dance."
2788,The camera pans the rest of the people on the boat and the girl finally jumps in wearing her equipment to breath efficiently.
2789,A boy then pulls out several cards under the water and they begin doing truth or dares under the water and he asks the women will she marry him.
2790,Several shots are shown of the divers taking pictures under the water as well as taking off their mask and waving to the camera.
2791,A large group of people are seen playing hockey and leads into the people getting in a fight with one another.
2792,"A man mix concrete using a machine. After, the man leans on a van while holding a cigarette."
2793,"Then the woman applies cement to the wall, after she takes a plank to flatten the uneven wall."
2794,A close up is shown of an old star wars poster.
2795,"A toy is shown, also from the movie. A young man begins playing the saxophone into a microphone."
2796,A big stump is hit with an ax to make some cord wood.
2797,A band is seen performing on a stage in front of a large audience with a small child singing and playing the harmonica.
2798,A child is seen licking a lollipop and smiling to the camera.
2799,"A woman sits on front a red shoe. Then, the woman talks a toothbrush and brushes the red shoe."
2800,We see an opening title screen. We see a man sitting in the woods.
2801,A young man is seen standing a top a slide on a playground riding a skateboard.
2802,"Sneakers and socks are thrown on the carpeted floor, a man's feet and legs are shown, the man sat on the floor then unroll the socks, he then put on his green sneaker, tied it and then he moved on the next foot, wiped his toes, put the socks on and then the sneakers, tied it tight."
2803,A close up of a person is seen followed by walking around a yard. The camera leads into several people bowing leaves around.
2804,"A small dog is in a tub, and woman uses a sprayer to get him wet."
2805,"A small dog is in a tub, and woman uses a sprayer to get him wet. He tries to get out, as she soaps him down and scrubs him clean."
2806,A person is seen bending over a floor placing tiles down over the plaster.
2807,A young asian girl smiles at the camera and applies eye shadow while holding a makeup kit.
2808,There are some girls wearing karate uniforms doing karate on a stage.
2809,There's an orange belt and a yellow belt karate student doing some karate moves with batons in their hands.
2810,Then she leaves and another girl wearing an orange belt joins in holding two hammers to show her karate moves.
2811,She leaves and another girl wearing a yellow belt comes on stage with a hand fan and shows her karate moves.
2812,She leaves and another girl wearing a yellow belt comes on stage with a hand fan and shows her karate moves. After she leaves the master comes on stage along with three other students.
2813,After she leaves the master comes on stage along with three other students. They take turns to smash the board held by the master.
2814,Man is talking to the camera in a seashore holding a bottle of sunscreen.
2815,Man is talking to the camera in a seashore holding a bottle of sunscreen. The man pour sunscreen on her hands and is talking about it.
2816,Two men are shown in playing racket ball. They then take a brief break and the man begins hitting the ball on the ground.
2817,White on black text appear for a while.
2818,White on black text appear for a while. Two boys are sitting on bleachers and talking.
2819,"Two boys are sitting on bleachers and talking. They explain how to keep shoes clean, by displaying a toothbrush and several spray cans."
2821,A young woman in a black shirt and jean pants is sitting on the back of a grey horse with a long grey mane in the middle of a large grassy field with hills behind them.
2822,A picture of people tubing is shown followed by large groups of people riding tubes down a snowy hill.
2823,A man shows a plaid shirt while explaining.
2824,"Then, the man puts the shirt on the board and iron the cuff, after he puts the shirt on a hanger."
2825,A group of people are gathered around some camels.
2826,A group of people are gathered around some camels. The people seated on the camels go riding the camels.
2827,"After, she puckers her lips and begins smoking a cigarette blowing the smoke at the screen. Several puffs are taken and she starts to blow the ashes out in puffs."
2828,A person's hands are seen opening a cap of sunscreen followed by rubbing it along their arm and rubbing it in.
2829,"The words ""blos (harry sacksion!) performed by geert janssen"" appear on screen."
2830,A man is doing a routine on the parallele bars.
2831,A man is doing a routine on the parallele bars. He is swinging forward and backward.
2832,A young man is standing bent over on a grassy field.
2833,A young man is standing bent over on a grassy field. The man hits a croquet ball with a mallet and it strikes a wooden stick.
2834,People rides horses holding polo sticks as well people that walk next to the horsemen.
2835,"The boy walked in the living room carrying a flat iron and board with blue cloth on it, he ironed the shirt and wear the shirt."
2836,"The boy in blue shirt threw the shirt to another boy, and the second boy wore the shirt in his neck."
2837,A woman is stacking up hula hoops around her.
2838,A woman is stacking up hula hoops around her. She lifts them up with the help of another woman.
2839,We see older people playing badminton. We see a man talking to the camera then a lady talking to the camera.
2840,We see people playing again. We see the man talking then the lady talks. We see cars driving down the street.
2841,We see a male gymnast prepare to mount the pommel horse. The man then spins around on the device.
2842,The man does a handstand and dismounts the pommel. We see the man shake hands and hug people and sit down.
2843,"The woman throws a frisbee in the air and the dog catch it, then the woman and the dog run."
2844,Woman wearing bikini is ni a backyard dancing and doing gymnastics.
2845,People ride horses in the shallow waters of the sea.
2846,People ride horses in the shallow waters of the sea. People ride the horses in the water along the shore.
2847,People ride horses in the shallow waters of the sea. People ride the horses in the water along the shore. A horse defecates in the water.
2848,"A man cuts the hair of a male using a shaver machine, the man shaves the back and sides of the head leaving the hair on top."
2849,"A man cuts the hair of a male using a shaver machine, the man shaves the back and sides of the head leaving the hair on top. Then, the man cuts the hair on top the head with scissors helped with a comb."
2850,"Then, the man cuts the hair on top the head with scissors helped with a comb. After, the man sprays the hair and cuts the ends of the hair."
2851,A man is bouncing a tennis ball on a court.
2852,A man is bouncing a tennis ball on a court. He serves the ball over the net.
2853,A man is pulled on a rope on a one man kayak.
2854,The man hits a wake and is tossed through the air before landing back in the water in a splash.
2855,Man is standing in a gum doing weightlifting while other people in theback are doing exercise.
2856,"People sits on camels in the desert, then the camels that are on their knees stand and walk ."
2857,A man takes pictures of two woman that sit on a camel. A car pas fast on a road behind the camels.
2858,"A car pas fast on a road behind the camels. Also, a woman takes pictures o people sit on camels."
2859,People are standing around a christmas tree. They put lights onto the christmas tree.
2860,"We return to skiers going down hills, and a man who stops to talk to the camera for an extensive period before skiing more."
2861,Film clips are shown of several surfers riding waves in the ocean.
2862,And advertisement is on the screen.
2863,And advertisement is on the screen. The kids are doing tricks with a soccer ball. The color changes to a negative color.
2864,"A special effect intro screen appears and it has the words ""reebox crossfit games the fittest on earth 2013"" in special letter size and shape."
2865,A man with dark brown hair and a full dark brown beard appears indoors in a room with a lot of weightlifting items and as he's talking it rotates between him and various people doing various exercises.
2866,A gymnast is seen standing in front of a large crowd and begins swinging around on a pole.
2867,"He continues performing several flips and tricks on the bar and jumps down with his arms up, waving to the crowd."
2868,The opening credit of a movie rolling from hollywood record. The sky is being recorded on a moving car or train.
2869,A close up of ingredients are shown that lead into a person mixing the ingredients together into a large bowl.
2870,The video begins with several shots of divers jumping from a large distance and into the pool.
2871,A woman is seen holding a hula hoop in front of a large city center and begins performing a routine while others watch her on the side.
2872,"A boy shows a skateboard and wring on his hand while standing on a bridge, then he does tricks on the road."
2873,A man is sitting on top of a roof. A man is holding a yellow bar.
2874,"A boy approach a chair and sits, then he touch a radio."
2875,A guy plays the drums with his hand.
2876,A man is riding a horse and roping a calf.
2877,A man is riding a horse and roping a calf. He jumps off the horse and hog ties the calf.
2878,Men are sitting at a black jack table. A dealer deals them cards.
2879,An intro leads into several landscapes and people skiing as well as people performing tricks and speaking to the camera.
2880,A man is seen blind folded on a stage and a woman hands him darts while speaking to him.
2881,A cat is behind held by a woman as she takes out a pair of clippers and cuts her nails.
2882,"A person takes a key off a wall , gasses and starts a tractor. A boy in a hat pretends to be a girl."
2883,The third boy starts rapping and riding the tractor mower. The third boy pretends to sleep on the tractor.
2884,The third boy starts rapping and riding the tractor mower. The third boy pretends to sleep on the tractor. The three boys dance around the tractor.
2885,A man talks to the camera. The man briefly shows the camera a pitchfork.
2886,The man uses the pitchfork to dislodge roof covering material. The man pulls up and disposes of the covering material.
2887,A person is seen laying on a table while another man tattoos him on the chest.
2888,The man puts the weight behind his head and starts to do sit ups on the seat and he is straining to do the sit ups with the weight.
2889,Several women stand in a room.
2890,"A woman rolls a ball on the ground, and a man kicks it."
